Date,Stock,Ticker,Sector,Current_Price,Horizon,Signal,Signal_Strength,Reason,Probability_Up,Confidence,Model_Accuracy,Predicted_Direction,Recommended_Position
2026-02-18,NatWest Group,NWG.L,Banking,614.2000122070312,1d,HOLD,0.0,Low confidence,0.4961263983267434,0.0077472033465131,0.5426829268292683,DOWN ↓,1000.0
2026-02-18,NatWest Group,NWG.L,Banking,614.2000122070312,7d,HOLD,0.0,Low confidence,0.5029635866461739,0.0059271732923478,0.5609756097560976,UP ↑,1000.0
2026-02-18,NatWest Group,NWG.L,Banking,614.2000122070312,30d,HOLD,0.0,Low confidence,0.5078450255407687,0.0156900510815374,0.7621951219512195,UP ↑,1000.0
2026-02-18,NatWest Group,NWG.L,Banking,614.2000122070312,90d,HOLD,0.0,Low confidence,0.5078450255407687,0.0156900510815374,0.7621951219512195,UP ↑,1000.0
2026-02-18,Standard Chartered,STAN.L,Banking,1766.5,1d,HOLD,0.0,Low confidence,0.4940833956092314,0.0118332087815371,0.4979674796747967,DOWN ↓,1000.0
2026-02-18,Standard Chartered,STAN.L,Banking,1766.5,7d,BUY,0.032235591358670726,High upside probability (59.0%),0.5897713642520135,0.1795427285040269,0.6321138211382114,UP ↑,1032.2355913586707
2026-02-18,Standard Chartered,STAN.L,Banking,1766.5,30d,HOLD,0.0,Low confidence,0.5290037738323373,0.0580075476646746,0.7947154471544715,UP ↑,1000.0
2026-02-18,Standard Chartered,STAN.L,Banking,1766.5,90d,HOLD,0.0,Low confidence,0.5290037738323373,0.0580075476646746,0.7947154471544715,UP ↑,1000.0
2026-02-18,PepsiCo,PEP,Consumer Staples,161.9199981689453,1d,HOLD,0.0,Low confidence,0.5137605681304439,0.0275211362608878,0.5378323108384458,UP ↑,1000.0
2026-02-18,PepsiCo,PEP,Consumer Staples,161.9199981689453,7d,HOLD,0.0,Low confidence,0.427943950554031,0.144112098891938,0.5173824130879345,DOWN ↓,1000.0
2026-02-18,PepsiCo,PEP,Consumer Staples,161.9199981689453,30d,BUY,0.03403622954732444,High upside probability (59.2%),0.5922445520712801,0.1844891041425602,0.4723926380368098,UP ↑,1034.0362295473244
2026-02-18,PepsiCo,PEP,Consumer Staples,161.9199981689453,90d,BUY,0.03403622954732444,High upside probability (59.2%),0.5922445520712801,0.1844891041425602,0.4723926380368098,UP ↑,1034.0362295473244
2026-02-18,BAE Systems,BA.L,Defence,2029.0,1d,HOLD,0.0,Low confidence,0.5075767750634309,0.0151535501268618,0.556910569105691,UP ↑,1000.0
2026-02-18,BAE Systems,BA.L,Defence,2029.0,7d,HOLD,0.0,Low confidence,0.5068017119227484,0.0136034238454967,0.5304878048780488,UP ↑,1000.0
2026-02-18,BAE Systems,BA.L,Defence,2029.0,30d,HOLD,0.0,Low confidence,0.5330291458367168,0.0660582916734335,0.5813008130081301,UP ↑,1000.0
2026-02-18,BAE Systems,BA.L,Defence,2029.0,90d,HOLD,0.0,Low confidence,0.5330291458367168,0.0660582916734335,0.5813008130081301,UP ↑,1000.0
2026-02-18,Northrop Grumman,NOC,Defence,701.1199951171875,1d,HOLD,0.0,Low confidence,0.5428869657506308,0.0857739315012615,0.5296523517382413,UP ↑,1000.0
2026-02-18,Northrop Grumman,NOC,Defence,701.1199951171875,7d,HOLD,0.0,Low confidence,0.5499123920950126,0.0998247841900252,0.558282208588957,UP ↑,1000.0
2026-02-18,Northrop Grumman,NOC,Defence,701.1199951171875,30d,HOLD,0.0,Low confidence,0.5306717080253123,0.0613434160506245,0.5971370143149284,UP ↑,1000.0
2026-02-18,Northrop Grumman,NOC,Defence,701.1199951171875,90d,HOLD,0.0,Low confidence,0.5306717080253123,0.0613434160506245,0.5971370143149284,UP ↑,1000.0
2026-02-18,Rolls-Royce,RR.L,Defence,1297.0,1d,HOLD,0.0,Low confidence,0.4838202597908173,0.0323594804183654,0.5284552845528455,DOWN ↓,1000.0
2026-02-18,Rolls-Royce,RR.L,Defence,1297.0,7d,HOLD,0.0,Low confidence,0.5085434504145346,0.0170869008290692,0.3760162601626016,UP ↑,1000.0
2026-02-18,Rolls-Royce,RR.L,Defence,1297.0,30d,HOLD,0.0,Low confidence,0.5070861741009158,0.0141723482018316,0.2947154471544715,UP ↑,1000.0
2026-02-18,Rolls-Royce,RR.L,Defence,1297.0,90d,HOLD,0.0,Low confidence,0.5070861741009158,0.0141723482018316,0.2947154471544715,UP ↑,1000.0
2026-02-18,ConocoPhillips,COP,Energy,108.77999877929688,1d,HOLD,0.0,Low confidence,0.5033261170390583,0.0066522340781165,0.5153374233128835,UP ↑,1000.0
2026-02-18,ConocoPhillips,COP,Energy,108.77999877929688,7d,HOLD,0.0,Low confidence,0.5688969387534938,0.1377938775069875,0.4846625766871165,UP ↑,1000.0
2026-02-18,ConocoPhillips,COP,Energy,108.77999877929688,30d,BUY,0.10102950382130953,High upside probability (65.9%),0.6589256931881292,0.3178513863762584,0.5664621676891616,UP ↑,1101.0295038213096
2026-02-18,ConocoPhillips,COP,Energy,108.77999877929688,90d,BUY,0.10102950382130953,High upside probability (65.9%),0.6589256931881292,0.3178513863762584,0.5664621676891616,UP ↑,1101.0295038213096
2026-02-18,BlackRock,BLK,Financials,1072.6700439453125,1d,HOLD,0.0,Low confidence,0.5290838655516472,0.0581677311032944,0.5316973415132924,UP ↑,1000.0
2026-02-18,BlackRock,BLK,Financials,1072.6700439453125,7d,HOLD,0.0,Low confidence,0.5525199660016062,0.1050399320032124,0.5930470347648262,UP ↑,1000.0
2026-02-18,BlackRock,BLK,Financials,1072.6700439453125,30d,HOLD,0.0,Low confidence,0.5652477953582461,0.1304955907164922,0.656441717791411,UP ↑,1000.0
2026-02-18,BlackRock,BLK,Financials,1072.6700439453125,90d,HOLD,0.0,Low confidence,0.5652477953582461,0.1304955907164922,0.656441717791411,UP ↑,1000.0
2026-02-18,Morgan Stanley,MS,Financials,171.5399932861328,1d,HOLD,0.0,Low confidence,0.4956828319279111,0.0086343361441777,0.5541922290388548,DOWN ↓,1000.0
2026-02-18,Morgan Stanley,MS,Financials,171.5399932861328,7d,BUY,0.023627907389994905,High upside probability (57.7%),0.5768568594693976,0.1537137189387951,0.621676891615542,UP ↑,1023.627907389995
2026-02-18,Morgan Stanley,MS,Financials,171.5399932861328,30d,BUY,0.027460582346088072,High upside probability (58.3%),0.5828561741001962,0.1657123482003923,0.6850715746421268,UP ↑,1027.4605823460881
2026-02-18,Morgan Stanley,MS,Financials,171.5399932861328,90d,BUY,0.027460582346088072,High upside probability (58.3%),0.5828561741001962,0.1657123482003923,0.6850715746421268,UP ↑,1027.4605823460881
2026-02-18,Caterpillar,CAT,Industrials,764.760009765625,1d,HOLD,0.0,Low confidence,0.536347968576787,0.072695937153574,0.5460122699386503,UP ↑,1000.0
2026-02-18,Caterpillar,CAT,Industrials,764.760009765625,7d,HOLD,0.0,Low confidence,0.532862540685452,0.065725081370904,0.5950920245398773,UP ↑,1000.0
2026-02-18,Caterpillar,CAT,Industrials,764.760009765625,30d,BUY,0.023189078115158517,High upside probability (57.6%),0.5761398025265999,0.1522796050531998,0.6625766871165644,UP ↑,1023.1890781151585
2026-02-18,Caterpillar,CAT,Industrials,764.760009765625,90d,BUY,0.023189078115158517,High upside probability (57.6%),0.5761398025265999,0.1522796050531998,0.6625766871165644,UP ↑,1023.1890781151585
2026-02-18,Marathon Digital,MARA,Meme/Speculative,7.510000228881836,1d,SELL,0.07722895709151821,High downside probability (63.9%),0.3610495078350582,0.2779009843298836,0.5521472392638037,DOWN ↓,1077.2289570915182
2026-02-18,Marathon Digital,MARA,Meme/Speculative,7.510000228881836,7d,HOLD,0.0,Low confidence,0.4966043830197574,0.0067912339604851,0.556237218813906,DOWN ↓,1000.0
2026-02-18,Marathon Digital,MARA,Meme/Speculative,7.510000228881836,30d,HOLD,0.0,Low confidence,0.4537018302095524,0.092596339580895,0.5480572597137015,DOWN ↓,1000.0
2026-02-18,Marathon Digital,MARA,Meme/Speculative,7.510000228881836,90d,HOLD,0.0,Low confidence,0.4537018302095524,0.092596339580895,0.5480572597137015,DOWN ↓,1000.0
2026-02-18,Plug Power,PLUG,Meme/Speculative,1.8200000524520876,1d,HOLD,0.0,Low confidence,0.4415220528356901,0.1169558943286197,0.5869120654396728,DOWN ↓,1000.0
2026-02-18,Plug Power,PLUG,Meme/Speculative,1.8200000524520876,7d,HOLD,0.0,Low confidence,0.4793851046243952,0.0412297907512095,0.5787321063394683,DOWN ↓,1000.0
2026-02-18,Plug Power,PLUG,Meme/Speculative,1.8200000524520876,30d,HOLD,0.0,Low confidence,0.4648245814426694,0.0703508371146611,0.591002044989775,DOWN ↓,1000.0
2026-02-18,Plug Power,PLUG,Meme/Speculative,1.8200000524520876,90d,HOLD,0.0,Low confidence,0.4648245814426694,0.0703508371146611,0.591002044989775,DOWN ↓,1000.0
2026-02-18,AstraZeneca,AZN.L,Pharma,15522.0,1d,HOLD,0.0,Low confidence,0.5028912295053646,0.0057824590107291,0.5203252032520326,UP ↑,1000.0
2026-02-18,AstraZeneca,AZN.L,Pharma,15522.0,7d,HOLD,0.0,Low confidence,0.5029855905419764,0.0059711810839528,0.5670731707317073,UP ↑,1000.0
2026-02-18,AstraZeneca,AZN.L,Pharma,15522.0,30d,HOLD,0.0,Low confidence,0.5542664345540004,0.1085328691080007,0.5284552845528455,UP ↑,1000.0
2026-02-18,AstraZeneca,AZN.L,Pharma,15522.0,90d,HOLD,0.0,Low confidence,0.5542664345540004,0.1085328691080007,0.5284552845528455,UP ↑,1000.0
2026-02-18,GSK,GSK.L,Pharma,2239.0,1d,HOLD,0.0,Low confidence,0.4831375310028796,0.0337249379942408,0.508130081300813,DOWN ↓,1000.0
2026-02-18,GSK,GSK.L,Pharma,2239.0,7d,SELL,0.10033991238031736,High downside probability (65.8%),0.341617620629442,0.3167647587411158,0.5589430894308943,DOWN ↓,1100.3399123803174
2026-02-18,GSK,GSK.L,Pharma,2239.0,30d,HOLD,0.0,Low confidence,0.4630548944201859,0.0738902111596281,0.5345528455284553,DOWN ↓,1000.0
2026-02-18,GSK,GSK.L,Pharma,2239.0,90d,HOLD,0.0,Low confidence,0.4630548944201859,0.0738902111596281,0.5345528455284553,DOWN ↓,1000.0
2026-02-18,Johnson & Johnson,JNJ,Pharma,243.3300018310547,1d,HOLD,0.0,Low confidence,0.4786370236499666,0.0427259527000668,0.5480572597137015,DOWN ↓,1000.0
2026-02-18,Johnson & Johnson,JNJ,Pharma,243.3300018310547,7d,HOLD,0.0,Low confidence,0.5741259368861817,0.1482518737723634,0.50920245398773,UP ↑,1000.0
2026-02-18,Johnson & Johnson,JNJ,Pharma,243.3300018310547,30d,HOLD,0.0,Low confidence,0.524722321576727,0.049444643153454,0.5460122699386503,UP ↑,1000.0
2026-02-18,Johnson & Johnson,JNJ,Pharma,243.3300018310547,90d,HOLD,0.0,Low confidence,0.524722321576727,0.049444643153454,0.5460122699386503,UP ↑,1000.0
2026-02-18,Qualcomm,QCOM,Semiconductors,142.6300048828125,1d,HOLD,0.0,Low confidence,0.4985988025758244,0.0028023948483512,0.5214723926380368,DOWN ↓,1000.0
2026-02-18,Qualcomm,QCOM,Semiconductors,142.6300048828125,7d,HOLD,0.0,Low confidence,0.54440768270088,0.08881536540176,0.5766871165644172,UP ↑,1000.0
2026-02-18,Qualcomm,QCOM,Semiconductors,142.6300048828125,30d,HOLD,0.0,Low confidence,0.5734500182953969,0.1469000365907937,0.5685071574642127,UP ↑,1000.0
2026-02-18,Qualcomm,QCOM,Semiconductors,142.6300048828125,90d,HOLD,0.0,Low confidence,0.5734500182953969,0.1469000365907937,0.5685071574642127,UP ↑,1000.0
